9192,9192,0,0,AGGREGATED,13051444.80,534,52291.21,51892.90,12.42,0.01,0.01,5279190.32,11376729.82,1.75,0.13,9192,9191,127140,126952,0,0,55
10684,10684,0,0,AGGREGATED,17981854.13,534,62559.02,61898.35,13.36,0.01,0.01,8837191.20,16044676.61,1.47,0.11,10684,10683,149995,149365,0,0,238
1712,1712,0,0,AGGREGATED,658844.58,534,16094.81,16294.68,2.02,0.00,0.00,177856.00,390866.78,5.59,0.40,1712,1712,21380,21380,0,0
3208,3208,0,0,AGGREGATED,2427843.41,534,29882.30,29757.84,6.79,0.01,0.00,1002311.00,1884166.48,3.06,0.22,3208,3208,42966,42923,0,0,20
4708,4708,0,0,AGGREGATED,4232782.57,534,34578.18,34374.09,9.29,0.01,0.00,1702993.75,3413766.52,2.65,0.19,4708,4708,63547,63542,0,0,4
6200,6200,0,0,AGGREGATED,6115098.40,534,37185.11,36941.71,10.26,0.01,0.00,2417645.00,5015285.54,2.46,0.18,6200,6200,84791,84733,0,0,21
7692,7692,0,0,AGGREGATED,8460577.97,534,41957.31,41583.15,11.77,0.01,0.01,3655503.91,7106981.28,2.19,0.16,7692,7691,105883,105811,0,0,35
9192,9192,0,0,AGGREGATED,13578677.03,534,55056.50,54363.35,15.34,0.01,0.01,6588367.76,11913668.74,1.67,0.12,9192,9180,128845,128599,0,0,110
10684,10684,0,0,AGGREGATED,19435730.17,534,65375.91,64464.18,16.33,0.02,0.01,11217944.29,17422359.58,1.41,0.10,10684,10583,153365,152105,0,0,485
1712,1712,0,0,AGGREGATED,638567.01,534,15698.03,15803.91,1.90,0.00,0.00,195446.00,370731.00,5.76,0.41,1712,1712,21371,21371,0,0
3208,3208,0,0,AGGREGATED,2073759.65,534,25775.67,25683.06,5.87,0.01,0.00,717032.00,1535893.03,3.54,0.26,3208,3208,42467,42467,0,0
4708,4708,0,0,AGGREGATED,3977247.57,534,32593.09,32343.62,10.22,0.01,0.00,1568073.93,3159253.18,2.81,0.20,4708,4708,63918,63915,0,0,2
6200,6200,0,0,AGGREGATED,6319395.79,534,39511.88,39070.19,11.38,0.01,0.01,2965442.00,5244685.15,2.33,0.17,6200,6197,84062,84019,0,0,29
7692,7692,0,0,AGGREGATED,10399474.62,534,51816.69,51039.55,11.82,0.01,0.01,6036857.66,9043509.69,1.78,0.13,7692,7691,106358,105946,0,0,175
9192,9192,0,0,AGGREGATED,12259167.37,534,50874.44,50108.92,13.13,0.01,0.01,7086577.80,10627058.56,1.82,0.13,9192,9192,128188,127763,0,0,223
10684,10684,0,0,AGGREGATED,14241870.62,534,51445.77,50674.40,11.50,0.01,0.01,7962239.63,12365608.82,1.80,0.13,10684,10684,147642,147102,0,0,275
1712,1712,0,0,AGGREGATED,609676.02,534,15061.09,15086.09,1.82,0.00,0.00,208729.00,341676.70,6.03,0.43,1712,1712,21397,21397,0,0
3208,3208,0,0,AGGREGATED,2121478.53,534,26604.70,26357.24,6.00,0.01,0.00,985568.00,1585186.31,3.45,0.25,3208,3208,42061,42051,0,0,5
4708,4708,0,0,AGGREGATED,3622915.87,534,30264.02,29954.97,7.63,0.01,0.00,1596285.15,2818033.50,3.04,0.22,4708,4708,62754,62743,0,0,8
6200,6200,0,0,AGGREGATED,6533653.20,534,41704.96,41052.40,11.08,0.01,0.01,3780980.00,5476282.05,2.22,0.16,6200,6200,83482,83098,0,0,170
7692,7692,0,0,AGGREGATED,8107828.11,534,40640.26,40034.03,13.26,0.01,0.01,4486607.00,6760360.54,2.27,0.16,7692,7692,105401,105316,0,0,48
9192,9192,0,0,AGGREGATED,12853328.05,534,52033.48,51159.87,15.59,0.01,0.01,7847747.45,11177404.86,1.78,0.13,9192,9192,129670,129264,0,0,195
10684,10684,0,0,AGGREGATED,12899803.78,534,46514.52,45738.85,12.83,0.01,0.01,7642100.33,11016637.04,1.99,0.14,10684,10684,147183,146916,0,0,158
loaded,inserted,running,waiting,id,sampledSeconds,numEdges,traveltime,overlapTraveltime,density,laneDensity,occupancy,waitingTime,timeLoss,speed,speedRelative,departed,arrived,entered,left,laneChangedFrom,laneChangedTo
