9192,9192,0,0,AGGREGATED,10438079.66,459,44917.75,44634.49,11.44,0.01,0.01,4199170.52,9086997.50,1.77,0.13,7895,7758,100434,100403,0,0,45
10684,10684,0,0,AGGREGATED,13797300.96,459,53627.80,53152.38,11.81,0.01,0.01,6723250.54,12296720.69,1.49,0.11,8428,9359,113758,112403,0,0,193
1712,1712,0,0,AGGREGATED,403647.15,459,12147.10,12509.53,1.42,0.00,0.00,53182.00,219012.15,6.31,0.45,1379,1417,14131,14093,0,0
3208,3208,0,0,AGGREGATED,1793572.90,459,26740.16,26755.74,5.78,0.01,0.00,668597.00,1406721.82,2.95,0.21,2611,2527,29608,29654,0,0,19
4708,4708,0,0,AGGREGATED,3233873.34,459,30484.76,30424.84,8.18,0.01,0.00,1145618.75,2621726.24,2.60,0.19,3818,3836,46209,46189,0,0,2
6200,6200,0,0,AGGREGATED,4799745.41,459,32723.30,32626.25,9.28,0.01,0.00,1688608.00,3952464.20,2.42,0.17,5140,5360,63080,62815,0,0,20
7692,7692,0,0,AGGREGATED,6457680.58,459,37874.88,37658.73,10.35,0.01,0.01,2517657.91,5469093.79,2.10,0.15,5850,6124,76140,75830,0,0,28
9192,9192,0,0,AGGREGATED,10853182.98,459,49553.08,49052.88,14.13,0.02,0.01,4831846.30,9573843.41,1.61,0.12,7578,7418,96571,96556,0,0,72
10684,10684,0,0,AGGREGATED,15931426.66,459,60168.22,59450.80,15.42,0.02,0.01,8842225.85,14378717.53,1.33,0.10,9275,8318,114431,114298,0,0,387
1712,1712,0,0,AGGREGATED,417525.02,459,12575.75,12789.96,1.43,0.00,0.00,97198.00,230469.18,6.18,0.44,1400,1419,14364,14345,0,0
3208,3208,0,0,AGGREGATED,1595307.58,459,22022.98,22030.92,5.20,0.01,0.00,479266.00,1177425.57,3.59,0.26,2606,2837,32232,32001,0,0
4708,4708,0,0,AGGREGATED,3104880.00,459,28665.84,28524.69,9.19,0.01,0.00,1082973.93,2477886.30,2.77,0.20,3966,4007,47655,47611,0,0,1
6200,6200,0,0,AGGREGATED,4938093.73,459,34306.34,34010.82,10.25,0.01,0.01,2136849.00,4102998.03,2.32,0.17,5014,5366,64127,63737,0,0,23
7692,7692,0,0,AGGREGATED,8048015.97,459,45277.88,44705.93,10.55,0.01,0.01,4441842.66,7008473.22,1.77,0.13,6369,6560,78972,78462,0,0,145
9192,9192,0,0,AGGREGATED,9584392.21,459,45249.30,44653.68,11.83,0.01,0.01,5377094.80,8343198.06,1.77,0.13,7075,7926,96172,95020,0,0,195
10684,10684,0,0,AGGREGATED,11300730.19,459,45275.19,44694.65,10.52,0.01,0.01,6026286.63,9836581.41,1.77,0.13,8547,9429,112556,111201,0,0,245
1712,1712,0,0,AGGREGATED,442242.71,459,12833.31,12909.07,1.52,0.00,0.00,143329.00,245426.79,6.12,0.44,1417,1437,15291,15271,0,0
3208,3208,0,0,AGGREGATED,1688272.73,459,23794.34,23613.44,5.51,0.01,0.00,770537.00,1275252.06,3.34,0.24,2767,2767,31316,31306,0,0,5
4708,4708,0,0,AGGREGATED,2928180.94,459,27061.51,26826.15,7.11,0.01,0.00,1228899.15,2298375.55,2.94,0.21,4134,3991,47730,47866,0,0,7
6200,6200,0,0,AGGREGATED,5177573.79,459,36692.67,36168.13,10.12,0.01,0.01,2892752.00,4352998.78,2.18,0.16,5437,5144,63482,63589,0,0,132
7692,7692,0,0,AGGREGATED,6418046.28,459,35524.40,35042.61,12.10,0.01,0.01,3479955.00,5361464.58,2.25,0.16,6297,6731,81337,80826,0,0,41
9192,9192,0,0,AGGREGATED,10388838.99,459,45141.29,44444.22,14.52,0.02,0.01,6152101.00,9036619.29,1.78,0.13,7666,8208,102665,101807,0,0,150
10684,10684,0,0,AGGREGATED,10402005.20,459,40678.02,40055.91,11.92,0.01,0.01,6036837.33,8897262.70,1.97,0.14,9226,9592,114292,113727,0,0,142
